timestamp,station_id,city,pm10,pm25,no2,o3,temperature,humidity,wind_speed,wind_direction,precipitation,aqi
2026-06-26 23:00:00,station_bangalore_01,Bangalore,14.3,11.2,21.7,34.0,22.8,82,12.0,W,0.0,18.666666666666668
2026-06-27 00:00:00,station_bangalore_01,Bangalore,13.4,10.1,18.6,35.0,22.2,84,12.6,W,0.0,16.833333333333332
2026-06-27 01:00:00,station_bangalore_01,Bangalore,13.2,9.5,15.6,36.0,21.6,88,12.7,W,0.0,15.833333333333334
2026-06-27 02:00:00,station_bangalore_01,Bangalore,13.2,9.3,13.4,36.0,21.5,89,12.1,W,0.0,15.500000000000002
2026-06-27 03:00:00,station_bangalore_01,Bangalore,13.3,9.1,12.7,34.0,21.3,89,12.8,W,0.0,15.166666666666666
2026-06-27 04:00:00,station_bangalore_01,Bangalore,13.4,9.0,12.9,32.0,20.9,90,11.9,W,0.0,15.0
2026-06-27 05:00:00,station_bangalore_01,Bangalore,11.1,7.4,10.8,34.0,20.6,94,9.1,W,0.0,12.333333333333334
2026-06-27 06:00:00,station_bangalore_01,Bangalore,11.6,8.1,10.4,36.0,20.7,94,9.9,W,0.0,13.5
2026-06-27 07:00:00,station_bangalore_01,Bangalore,12.3,8.1,9.8,39.0,22.2,86,13.8,W,0.0,13.5
2026-06-27 08:00:00,station_bangalore_01,Bangalore,12.7,8.2,8.8,45.0,23.9,74,15.1,W,0.0,13.666666666666664
2026-06-27 09:00:00,station_bangalore_01,Bangalore,13.8,8.3,6.9,56.0,25.8,65,14.3,W,0.0,13.833333333333336
2026-06-27 10:00:00,station_bangalore_01,Bangalore,18.3,9.3,4.6,69.0,27.0,60,13.0,W,0.0,15.500000000000002
2026-06-27 11:00:00,station_bangalore_01,Bangalore,22.2,10.4,3.0,80.0,28.0,55,12.1,W,0.1,17.333333333333332
2026-06-27 12:00:00,station_bangalore_01,Bangalore,23.5,10.7,1.9,87.0,29.0,49,12.0,W,0.1,17.833333333333332
2026-06-27 13:00:00,station_bangalore_01,Bangalore,23.3,10.6,1.6,90.0,29.8,48,11.4,W,0.1,17.666666666666668
2026-06-27 14:00:00,station_bangalore_01,Bangalore,22.8,10.6,3.3,89.0,29.6,49,11.2,W,0.0,17.666666666666668
2026-06-27 15:00:00,station_bangalore_01,Bangalore,20.8,10.0,8.9,79.0,29.7,50,10.4,W,0.0,16.666666666666668
2026-06-27 16:00:00,station_bangalore_01,Bangalore,19.5,9.3,16.6,64.0,28.9,52,9.8,W,0.0,15.500000000000002
2026-06-27 17:00:00,station_bangalore_01,Bangalore,15.6,10.9,22.4,53.0,27.8,57,11.9,SW,0.4,18.166666666666668
2026-06-27 18:00:00,station_bangalore_01,Bangalore,13.2,10.4,26.4,46.0,26.5,64,10.6,W,0.1,17.333333333333332
2026-06-27 19:00:00,station_bangalore_01,Bangalore,14.2,11.9,31.7,37.0,25.2,71,9.3,W,0.0,19.833333333333332
2026-06-27 20:00:00,station_bangalore_01,Bangalore,15.6,13.3,34.9,30.0,24.2,76,12.4,W,0.1,22.166666666666668
2026-06-27 21:00:00,station_bangalore_01,Bangalore,15.3,12.8,34.1,29.0,22.2,90,12.4,W,1.5,21.333333333333332
2026-06-27 22:00:00,station_bangalore_01,Bangalore,16.2,13.4,31.2,31.0,21.9,94,11.8,SW,2.5,22.333333333333332
2026-06-27 23:00:00,station_bangalore_01,Bangalore,16.9,13.8,27.8,32.0,23.0,88,11.0,SW,0.4,23.0
2026-06-28 00:00:00,station_bangalore_01,Bangalore,16.5,13.1,24.1,32.0,22.2,87,9.9,SW,0.0,21.833333333333332
2026-06-28 01:00:00,station_bangalore_01,Bangalore,16.1,12.4,19.9,32.0,21.6,87,9.9,SW,0.0,20.666666666666668
2026-06-28 02:00:00,station_bangalore_01,Bangalore,15.5,11.6,16.5,32.0,21.3,87,10.4,SW,0.0,19.333333333333332
2026-06-28 03:00:00,station_bangalore_01,Bangalore,14.9,10.9,14.5,31.0,21.0,88,10.2,SW,0.0,18.166666666666668
2026-06-28 04:00:00,station_bangalore_01,Bangalore,14.6,10.4,13.3,30.0,20.7,89,10.0,SW,0.0,17.333333333333332
2026-06-28 05:00:00,station_bangalore_01,Bangalore,14.1,9.5,12.4,30.0,20.9,95,8.7,SW,0.0,15.833333333333334
2026-06-28 06:00:00,station_bangalore_01,Bangalore,13.7,9.4,10.7,33.0,20.9,95,8.4,SW,0.0,15.666666666666666
2026-06-28 07:00:00,station_bangalore_01,Bangalore,13.7,8.7,8.3,39.0,21.8,89,10.1,SW,0.0,14.499999999999998
2026-06-28 08:00:00,station_bangalore_01,Bangalore,14.2,8.4,6.1,46.0,23.1,81,11.8,SW,0.0,14.0
2026-06-28 09:00:00,station_bangalore_01,Bangalore,15.3,8.7,4.5,57.0,25.3,68,15.6,SW,0.0,14.499999999999998
2026-06-28 10:00:00,station_bangalore_01,Bangalore,16.8,9.2,3.1,70.0,26.6,63,15.6,SW,0.0,15.333333333333332
2026-06-28 11:00:00,station_bangalore_01,Bangalore,15.3,8.5,2.1,80.0,27.2,64,13.9,SW,0.1,14.166666666666666
2026-06-28 12:00:00,station_bangalore_01,Bangalore,13.6,7.8,1.5,84.0,28.7,59,15.3,SW,0.0,13.0
2026-06-28 13:00:00,station_bangalore_01,Bangalore,15.1,8.2,1.3,85.0,28.9,58,14.8,SW,0.0,13.666666666666664
2026-06-28 14:00:00,station_bangalore_01,Bangalore,10.9,6.3,2.0,82.0,28.2,59,16.4,SW,0.0,10.5
2026-06-28 15:00:00,station_bangalore_01,Bangalore,9.2,5.6,4.4,75.0,23.0,87,19.9,SW,2.4,9.333333333333334
2026-06-28 16:00:00,station_bangalore_01,Bangalore,7.3,5.1,7.7,65.0,24.2,85,16.0,SW,0.4,8.499999999999998
2026-06-28 17:00:00,station_bangalore_01,Bangalore,6.4,5.5,10.4,56.0,24.6,84,14.7,SW,0.2,9.166666666666666
2026-06-28 18:00:00,station_bangalore_01,Bangalore,6.4,5.7,12.1,50.0,24.3,77,17.7,W,0.1,9.5
2026-06-28 19:00:00,station_bangalore_01,Bangalore,6.7,6.2,13.2,46.0,23.9,76,18.7,W,0.0,10.333333333333334
2026-06-28 20:00:00,station_bangalore_01,Bangalore,5.9,5.6,13.6,42.0,23.2,79,18.0,W,0.0,9.333333333333334
2026-06-28 21:00:00,station_bangalore_01,Bangalore,4.9,4.7,13.1,39.0,22.6,83,16.7,W,0.0,7.833333333333333
2026-06-28 22:00:00,station_bangalore_01,Bangalore,4.6,4.5,12.0,36.0,22.2,87,15.3,W,0.0,7.5
2026-06-28 23:00:00,station_bangalore_01,Bangalore,4.2,4.1,10.8,35.0,22.0,82,13.1,W,0.0,6.833333333333332
2026-06-29 00:00:00,station_bangalore_01,Bangalore,3.7,3.6,9.5,35.0,21.2,85,11.1,W,0.0,6.0
2026-06-29 01:00:00,station_bangalore_01,Bangalore,3.3,3.2,8.2,36.0,20.8,87,11.0,W,0.0,5.333333333333333
2026-06-29 02:00:00,station_bangalore_01,Bangalore,3.2,3.1,7.3,36.0,20.5,90,11.4,W,0.0,5.166666666666667
2026-06-29 03:00:00,station_bangalore_01,Bangalore,3.2,3.0,7.0,35.0,20.6,91,10.9,W,0.0,5.0
2026-06-29 04:00:00,station_bangalore_01,Bangalore,3.2,3.0,7.1,33.0,20.2,93,9.2,W,0.0,5.0
2026-06-29 05:00:00,station_bangalore_01,Bangalore,4.6,4.0,8.4,33.0,20.3,92,8.4,W,0.0,6.666666666666667
2026-06-29 06:00:00,station_bangalore_01,Bangalore,4.5,4.0,8.3,35.0,20.3,93,9.7,SW,0.0,6.666666666666667
2026-06-29 07:00:00,station_bangalore_01,Bangalore,4.4,4.0,8.1,38.0,21.3,88,12.2,SW,0.0,6.666666666666667
2026-06-29 08:00:00,station_bangalore_01,Bangalore,3.1,3.0,7.5,44.0,22.8,80,14.5,W,0.1,5.0
2026-06-29 09:00:00,station_bangalore_01,Bangalore,3.3,3.3,6.0,54.0,24.6,69,17.0,W,0.1,5.5
2026-06-29 10:00:00,station_bangalore_01,Bangalore,3.0,2.9,4.1,66.0,25.6,66,16.5,W,0.0,4.833333333333333
2026-06-29 11:00:00,station_bangalore_01,Bangalore,2.9,2.6,2.7,77.0,27.4,57,20.0,W,0.0,4.333333333333333
2026-06-29 12:00:00,station_bangalore_01,Bangalore,3.5,3.0,2.0,85.0,27.9,55,18.5,W,0.0,5.0
2026-06-29 13:00:00,station_bangalore_01,Bangalore,4.2,3.4,1.8,91.0,27.9,55,16.8,W,0.0,5.666666666666667
2026-06-29 14:00:00,station_bangalore_01,Bangalore,4.9,3.7,2.6,93.0,28.1,57,16.6,W,0.0,6.166666666666667
2026-06-29 15:00:00,station_bangalore_01,Bangalore,5.4,3.9,5.0,90.0,25.9,68,14.7,SW,0.6,6.5
2026-06-29 16:00:00,station_bangalore_01,Bangalore,5.8,4.2,8.3,83.0,23.7,81,18.3,W,1.8,7.0
2026-06-29 17:00:00,station_bangalore_01,Bangalore,6.3,5.3,13.4,61.0,23.9,86,12.1,SW,0.5,8.833333333333334
2026-06-29 18:00:00,station_bangalore_01,Bangalore,7.7,6.5,15.3,53.0,21.6,93,15.2,SW,2.3,10.833333333333334
2026-06-29 19:00:00,station_bangalore_01,Bangalore,8.6,7.4,17.8,43.0,21.7,92,16.2,SW,1.5,12.333333333333334
2026-06-29 20:00:00,station_bangalore_01,Bangalore,8.6,7.3,18.8,36.0,21.2,95,18.1,W,0.9,12.166666666666666
2026-06-29 21:00:00,station_bangalore_01,Bangalore,6.9,5.7,17.0,35.0,20.8,97,15.2,W,0.5,9.5
2026-06-29 22:00:00,station_bangalore_01,Bangalore,5.5,4.7,13.6,37.0,20.9,97,15.5,W,0.1,7.833333333333333
2026-06-29 23:00:00,station_bangalore_01,Bangalore,4.4,3.9,10.6,39.0,21.4,95,17.3,W,0.0,6.5
2026-06-30 00:00:00,station_bangalore_01,Bangalore,3.4,3.0,8.5,40.0,21.0,94,19.5,W,0.1,5.0
2026-06-30 01:00:00,station_bangalore_01,Bangalore,3.1,2.5,6.8,41.0,20.6,93,19.1,W,0.0,4.166666666666667
2026-06-30 02:00:00,station_bangalore_01,Bangalore,3.2,2.5,5.6,41.0,20.3,91,17.6,W,0.0,4.166666666666667
2026-06-30 03:00:00,station_bangalore_01,Bangalore,3.2,2.4,5.1,41.0,20.1,90,17.3,W,0.0,4.0
2026-06-30 04:00:00,station_bangalore_01,Bangalore,2.6,2.1,5.0,40.0,20.1,91,16.5,W,0.0,3.5
2026-06-30 05:00:00,station_bangalore_01,Bangalore,1.3,1.3,5.7,40.0,20.2,88,14.8,W,0.0,2.1666666666666665
2026-06-30 06:00:00,station_bangalore_01,Bangalore,2.0,1.9,6.6,39.0,20.3,87,15.5,W,0.0,3.1666666666666665
2026-06-30 07:00:00,station_bangalore_01,Bangalore,3.2,2.9,7.7,39.0,21.5,83,14.9,W,0.0,4.833333333333333
2026-06-30 08:00:00,station_bangalore_01,Bangalore,4.7,3.6,8.1,41.0,23.2,75,20.5,W,0.0,6.0
2026-06-30 09:00:00,station_bangalore_01,Bangalore,6.4,4.6,7.0,48.0,24.2,71,20.0,W,0.0,7.666666666666666
2026-06-30 10:00:00,station_bangalore_01,Bangalore,7.6,5.1,5.1,59.0,25.5,65,20.4,W,0.0,8.499999999999998
2026-06-30 11:00:00,station_bangalore_01,Bangalore,8.1,5.3,3.8,66.0,26.4,60,23.4,W,0.1,8.833333333333334
2026-06-30 12:00:00,station_bangalore_01,Bangalore,7.5,4.7,3.2,69.0,27.8,53,23.2,W,0.0,7.833333333333333
2026-06-30 13:00:00,station_bangalore_01,Bangalore,6.9,4.2,3.1,69.0,28.3,54,21.5,W,0.0,7.0
2026-06-30 14:00:00,station_bangalore_01,Bangalore,5.8,3.7,4.0,67.0,29.2,52,21.8,W,0.0,6.166666666666667
2026-06-30 15:00:00,station_bangalore_01,Bangalore,4.8,3.6,6.6,64.0,28.7,54,18.7,W,0.2,6.0
2026-06-30 16:00:00,station_bangalore_01,Bangalore,4.0,3.3,10.2,60.0,24.7,77,15.6,W,0.8,5.5
2026-06-30 17:00:00,station_bangalore_01,Bangalore,6.4,5.0,13.5,52.0,25.0,73,11.6,W,0.2,8.333333333333334
2026-06-30 18:00:00,station_bangalore_01,Bangalore,7.3,6.2,15.3,47.0,24.8,74,12.5,W,0.0,10.333333333333334
2026-06-30 19:00:00,station_bangalore_01,Bangalore,7.9,6.9,17.8,41.0,24.5,68,16.9,W,0.0,11.5
2026-06-30 20:00:00,station_bangalore_01,Bangalore,7.9,6.8,18.8,36.0,23.6,73,16.4,W,0.0,11.333333333333334
2026-06-30 21:00:00,station_bangalore_01,Bangalore,7.0,6.0,17.2,34.0,22.9,77,16.9,W,0.0,10.0
2026-06-30 22:00:00,station_bangalore_01,Bangalore,6.1,5.2,14.2,33.0,22.6,79,15.4,W,0.0,8.666666666666666
2026-06-30 23:00:00,station_bangalore_01,Bangalore,5.1,4.5,11.5,33.0,22.3,79,14.9,W,0.0,7.5
2026-07-01 00:00:00,station_bangalore_01,Bangalore,3.8,3.4,9.4,34.0,21.7,83,14.2,SW,0.0,5.666666666666667
2026-07-01 01:00:00,station_bangalore_01,Bangalore,3.1,2.7,7.6,35.0,21.3,85,15.5,SW,0.0,4.5
2026-07-01 02:00:00,station_bangalore_01,Bangalore,2.7,2.4,6.3,36.0,20.8,88,14.7,SW,0.0,4.0
2026-07-01 03:00:00,station_bangalore_01,Bangalore,2.6,2.2,5.5,37.0,20.5,89,14.6,SW,0.0,3.666666666666667
2026-07-01 04:00:00,station_bangalore_01,Bangalore,2.4,2.1,5.2,37.0,20.5,89,15.1,SW,0.0,3.5
2026-07-01 05:00:00,station_bangalore_01,Bangalore,2.6,2.2,5.8,37.0,21.2,88,16.2,SW,0.0,3.666666666666667
2026-07-01 06:00:00,station_bangalore_01,Bangalore,2.4,2.2,7.2,35.0,21.3,86,14.7,SW,0.0,3.666666666666667
2026-07-01 07:00:00,station_bangalore_01,Bangalore,3.5,3.4,9.1,33.0,21.6,84,16.9,SW,0.0,5.666666666666667
2026-07-01 08:00:00,station_bangalore_01,Bangalore,3.4,3.3,9.9,34.0,22.1,81,19.1,SW,0.0,5.5
2026-07-01 09:00:00,station_bangalore_01,Bangalore,3.2,2.9,8.5,41.0,23.2,76,21.3,W,0.0,4.833333333333333
2026-07-01 10:00:00,station_bangalore_01,Bangalore,2.9,2.7,5.9,51.0,24.1,73,21.1,W,0.1,4.5
2026-07-01 11:00:00,station_bangalore_01,Bangalore,2.8,2.5,4.1,59.0,24.4,70,23.5,W,0.1,4.166666666666667
2026-07-01 12:00:00,station_bangalore_01,Bangalore,3.5,2.7,3.6,62.0,24.1,71,21.8,W,0.2,4.5
2026-07-01 13:00:00,station_bangalore_01,Bangalore,4.2,2.9,3.8,64.0,24.6,70,19.5,W,0.4,4.833333333333333
2026-07-01 14:00:00,station_bangalore_01,Bangalore,4.4,3.1,4.6,63.0,25.7,63,20.4,W,0.1,5.166666666666667
2026-07-01 15:00:00,station_bangalore_01,Bangalore,4.2,3.1,6.0,60.0,25.6,64,22.5,W,0.0,5.166666666666667
2026-07-01 16:00:00,station_bangalore_01,Bangalore,3.6,2.8,8.0,56.0,25.8,61,22.6,W,0.0,4.666666666666667
2026-07-01 17:00:00,station_bangalore_01,Bangalore,6.4,4.5,10.7,48.0,25.1,66,20.9,W,0.0,7.5
2026-07-01 18:00:00,station_bangalore_01,Bangalore,7.7,5.8,12.4,45.0,23.3,74,19.2,W,0.0,9.666666666666666
2026-07-01 19:00:00,station_bangalore_01,Bangalore,7.8,6.1,14.6,40.0,22.2,83,18.7,W,0.1,10.166666666666666
2026-07-01 20:00:00,station_bangalore_01,Bangalore,7.4,5.8,16.0,36.0,21.9,85,16.6,W,0.0,9.666666666666666
2026-07-01 21:00:00,station_bangalore_01,Bangalore,6.7,5.6,15.9,34.0,21.8,85,14.7,W,0.0,9.333333333333334
2026-07-01 22:00:00,station_bangalore_01,Bangalore,6.0,5.3,14.9,32.0,21.6,86,15.5,SW,0.1,8.833333333333334
2026-07-01 23:00:00,station_bangalore_01,Bangalore,4.9,4.5,13.4,32.0,21.8,83,16.1,SW,0.0,7.5
2026-07-02 00:00:00,station_bangalore_01,Bangalore,3.5,3.3,11.3,33.0,21.3,86,15.1,SW,0.0,5.5
2026-07-02 01:00:00,station_bangalore_01,Bangalore,2.6,2.5,8.7,35.0,21.2,88,15.2,SW,0.0,4.166666666666667
2026-07-02 02:00:00,station_bangalore_01,Bangalore,2.2,2.1,6.8,37.0,21.0,91,15.3,SW,0.0,3.5
2026-07-02 03:00:00,station_bangalore_01,Bangalore,2.0,1.9,5.6,38.0,20.8,93,16.3,SW,0.0,3.1666666666666665
2026-07-02 04:00:00,station_bangalore_01,Bangalore,1.8,1.8,5.1,38.0,20.8,93,15.1,SW,0.0,3.0
2026-07-02 05:00:00,station_bangalore_01,Bangalore,1.7,1.7,5.7,39.0,20.9,94,15.4,SW,0.0,2.8333333333333335
2026-07-02 06:00:00,station_bangalore_01,Bangalore,1.9,1.8,6.5,38.0,20.9,93,14.6,SW,0.1,3.0
2026-07-02 07:00:00,station_bangalore_01,Bangalore,3.0,2.9,7.5,38.0,21.7,88,16.0,SW,0.1,4.833333333333333
2026-07-02 08:00:00,station_bangalore_01,Bangalore,2.9,2.8,7.8,40.0,23.0,80,19.1,SW,0.1,4.666666666666667
2026-07-02 09:00:00,station_bangalore_01,Bangalore,2.6,2.4,6.8,47.0,24.6,71,20.7,W,0.1,4.0
2026-07-02 10:00:00,station_bangalore_01,Bangalore,2.6,2.4,5.2,57.0,27.0,58,21.5,W,0.1,4.0
2026-07-02 11:00:00,station_bangalore_01,Bangalore,3.0,2.7,4.1,64.0,27.8,58,21.2,W,0.0,4.5
2026-07-02 12:00:00,station_bangalore_01,Bangalore,3.2,2.8,4.2,65.0,28.5,55,21.2,W,0.1,4.666666666666667
2026-07-02 13:00:00,station_bangalore_01,Bangalore,3.0,2.5,4.9,63.0,28.9,54,21.9,W,0.0,4.166666666666667
2026-07-02 14:00:00,station_bangalore_01,Bangalore,3.1,2.7,5.7,60.0,27.0,59,24.1,W,0.3,4.5
2026-07-02 15:00:00,station_bangalore_01,Bangalore,2.7,2.4,6.6,58.0,27.7,57,20.1,W,0.1,4.0
2026-07-02 16:00:00,station_bangalore_01,Bangalore,2.6,2.3,7.6,56.0,27.3,58,23.4,W,0.1,3.833333333333333
2026-07-02 17:00:00,station_bangalore_01,Bangalore,5.4,4.6,15.3,45.0,26.4,62,18.9,W,0.0,7.666666666666666
2026-07-02 18:00:00,station_bangalore_01,Bangalore,6.1,5.4,15.6,43.0,25.0,70,17.5,SW,0.0,9.0
2026-07-02 19:00:00,station_bangalore_01,Bangalore,5.8,5.2,16.0,41.0,23.9,78,15.5,W,0.0,8.666666666666666
2026-07-02 20:00:00,station_bangalore_01,Bangalore,6.1,5.2,15.9,39.0,23.7,79,16.2,W,0.1,8.666666666666666
2026-07-02 21:00:00,station_bangalore_01,Bangalore,6.7,5.2,14.9,38.0,23.1,81,17.4,W,0.0,8.666666666666666
2026-07-02 22:00:00,station_bangalore_01,Bangalore,7.5,5.5,13.3,37.0,22.7,82,17.1,W,0.0,9.166666666666666
2026-07-02 23:00:00,station_bangalore_01,Bangalore,7.9,5.4,11.7,37.0,21.9,82,15.4,W,0.0,9.0
2026-07-03 00:00:00,station_bangalore_01,Bangalore,8.6,5.3,10.0,38.0,21.7,83,15.1,W,0.0,8.833333333333334
2026-07-03 01:00:00,station_bangalore_01,Bangalore,7.6,4.5,8.3,39.0,21.5,85,14.1,W,0.0,7.5
2026-07-03 02:00:00,station_bangalore_01,Bangalore,7.9,4.4,6.9,40.0,21.4,87,14.2,W,0.0,7.333333333333334
2026-07-03 03:00:00,station_bangalore_01,Bangalore,7.7,4.3,6.0,40.0,21.4,87,13.4,W,0.0,7.166666666666667
2026-07-03 04:00:00,station_bangalore_01,Bangalore,6.4,3.7,5.4,40.0,21.4,88,12.6,W,0.0,6.166666666666667
2026-07-03 05:00:00,station_bangalore_01,Bangalore,5.7,3.2,5.9,40.0,21.4,88,12.0,SW,0.0,5.333333333333333
2026-07-03 06:00:00,station_bangalore_01,Bangalore,4.3,2.8,6.9,39.0,21.2,90,12.6,SW,0.0,4.666666666666667
2026-07-03 07:00:00,station_bangalore_01,Bangalore,4.7,3.6,8.3,37.0,22.0,86,13.2,SW,0.0,6.0
2026-07-03 08:00:00,station_bangalore_01,Bangalore,4.5,3.4,8.7,39.0,22.9,82,17.4,W,0.1,5.666666666666667
2026-07-03 09:00:00,station_bangalore_01,Bangalore,6.0,3.7,7.3,47.0,25.2,68,21.2,W,0.2,6.166666666666667
2026-07-03 10:00:00,station_bangalore_01,Bangalore,8.9,4.9,5.0,58.0,26.2,63,22.6,W,0.4,8.166666666666668
2026-07-03 11:00:00,station_bangalore_01,Bangalore,10.5,5.6,3.2,67.0,27.7,54,25.9,W,0.5,9.333333333333334
2026-07-03 12:00:00,station_bangalore_01,Bangalore,12.0,6.1,2.2,73.0,27.5,54,25.2,W,0.4,10.166666666666666
2026-07-03 13:00:00,station_bangalore_01,Bangalore,11.3,5.8,1.8,78.0,27.4,54,24.7,W,0.1,9.666666666666666
2026-07-03 14:00:00,station_bangalore_01,Bangalore,12.0,6.1,2.8,78.0,27.1,56,24.1,W,0.0,10.166666666666666
2026-07-03 15:00:00,station_bangalore_01,Bangalore,10.6,5.6,6.4,70.0,25.5,64,24.1,W,0.2,9.333333333333334
2026-07-03 16:00:00,station_bangalore_01,Bangalore,10.0,6.5,11.5,58.0,24.5,73,21.3,W,0.5,10.833333333333334
2026-07-03 17:00:00,station_bangalore_01,Bangalore,14.6,8.8,11.5,55.0,24.0,80,11.0,W,0.1,14.666666666666668
2026-07-03 18:00:00,station_bangalore_01,Bangalore,11.7,8.1,12.3,51.0,24.4,75,14.2,SW,0.0,13.5
2026-07-03 19:00:00,station_bangalore_01,Bangalore,7.7,5.8,13.3,45.0,23.9,72,19.1,W,0.2,9.666666666666666
2026-07-03 20:00:00,station_bangalore_01,Bangalore,6.0,4.9,13.8,40.0,23.3,77,18.0,W,0.0,8.166666666666668
2026-07-03 21:00:00,station_bangalore_01,Bangalore,5.1,4.5,13.3,38.0,23.0,79,19.5,W,0.1,7.5
2026-07-03 22:00:00,station_bangalore_01,Bangalore,4.2,3.9,12.2,38.0,22.6,82,16.7,W,0.0,6.5
2026-07-03 23:00:00,station_bangalore_01,Bangalore,3.7,3.4,10.8,38.0,22.8,79,17.2,W,0.1,5.666666666666667
2026-07-04 00:00:00,station_bangalore_01,Bangalore,2.9,2.5,9.1,39.0,22.0,85,16.5,W,0.2,4.166666666666667
2026-07-04 01:00:00,station_bangalore_01,Bangalore,2.3,2.0,7.1,41.0,21.6,89,17.2,W,0.2,3.3333333333333335
2026-07-04 02:00:00,station_bangalore_01,Bangalore,1.8,1.7,5.6,42.0,21.2,92,19.3,W,0.3,2.8333333333333335
2026-07-04 03:00:00,station_bangalore_01,Bangalore,1.6,1.5,4.6,42.0,21.0,94,20.8,W,0.5,2.5
2026-07-04 04:00:00,station_bangalore_01,Bangalore,1.8,1.5,4.1,43.0,21.0,94,21.0,W,0.1,2.5
2026-07-04 05:00:00,station_bangalore_01,Bangalore,1.4,1.3,4.2,43.0,21.0,91,18.7,W,0.1,2.1666666666666665
2026-07-04 06:00:00,station_bangalore_01,Bangalore,2.2,1.7,7.2,40.0,20.7,91,19.3,W,0.4,2.8333333333333335
2026-07-04 07:00:00,station_bangalore_01,Bangalore,3.3,2.8,11.1,35.0,20.9,92,19.4,W,0.4,4.666666666666667
2026-07-04 08:00:00,station_bangalore_01,Bangalore,4.2,3.8,13.4,34.0,21.5,89,19.8,W,0.4,6.333333333333333
2026-07-04 09:00:00,station_bangalore_01,Bangalore,4.7,4.2,12.3,38.0,22.2,84,21.0,W,0.4,7.0
2026-07-04 10:00:00,station_bangalore_01,Bangalore,4.8,4.0,9.5,45.0,23.9,74,23.3,W,0.3,6.666666666666667
2026-07-04 11:00:00,station_bangalore_01,Bangalore,6.0,4.2,7.0,52.0,24.8,70,23.9,W,0.1,7.0
2026-07-04 12:00:00,station_bangalore_01,Bangalore,9.6,5.3,5.3,58.0,26.0,63,26.2,W,0.2,8.833333333333334
2026-07-04 13:00:00,station_bangalore_01,Bangalore,12.4,6.2,4.0,63.0,26.7,56,26.2,W,0.1,10.333333333333334
2026-07-04 14:00:00,station_bangalore_01,Bangalore,10.9,5.7,3.7,65.0,27.6,53,27.4,W,0.1,9.5
